run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,177,177,-4,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,563.2,566.39,13,0.327408906485116,0.330586520646673,0.0515702755015313,4.32740890648512,4.33058652064667,3,1
1,178,178,-3.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,566.4,569.59,13,1.25528151413403,1.25510583378759,0.0236628541325218,4.75528151413403,4.75510583378759,3,1
1,179,179,-3,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,569.6,572.79,13,1.68235019104648,1.67879061169057,0.0513660314845445,4.68235019104648,4.67879061169057,3,1
1,180,180,-2.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,572.8,575.99,13,2.21261801039765,2.23181629298174,0.186814686765233,4.71261801039765,4.73181629298174,3,1
1,181,181,-2,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,576,579.19,13,1.71098575914176,1.77744414009622,0.289003226446849,3.71098575914176,3.77744414009622,3,1
1,182,182,-1.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,579.2,582.39,13,1.03477739451663,0.992144026885097,0.231254512977024,2.53477739451663,2.4921440268851,3,1
1,183,183,-1,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,582.4,585.59,13,1.81357274587612,1.96406055526491,0.623873607210757,2.81357274587612,2.96406055526491,3,0.857602000236511
1,184,184,-0.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,585.6,588.79,13,1.1773806453291,1.17805853339486,0.140102366555217,1.6773806453291,1.67805853339486,3,0.995125949382782
1,185,185,0,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,588.8,591.99,13,2.29497002810732,2.29154787347101,0.0942809583663578,2.29497002810732,2.29154787347101,3,0.999991178512573
1,186,186,0.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,592,595.19,13,3.21194213408857,3.21239424007171,0.051366650666325,2.71194213408857,2.71239424007171,3,1
1,187,187,1,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,595.2,598.39,13,4.02572502274974,4.02528296502567,0.0316636509224387,3.02572502274974,3.02528296502567,3,1
1,188,188,1.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,598.4,601.59,13,4.75331092408535,4.75277347357503,0.00899431776173282,3.25331092408535,3.25277347357503,3,0.99999988079071
1,189,189,2,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,601.6,604.79,13,5.32142343424538,5.32505404100117,0.0121736606004648,3.32142343424538,3.32505404100117,3,0.999999284744263
1,190,190,2.5,5,5,left_R8_v084,0.84,0.105,8,3.2,clean,604.8,607.99,13,5.84207210608935,5.84569318998524,0.0308239309243698,3.34207210608935,3.34569318998524,3,0.999997854232788
